time,edge_id,edge_name,flow,speed,density,queue
8460,bottom1B0,Nguyễn Trãi (Nam→vào),2.09738941282174,31.375259532612525,5.750395498856148,0.0
8460,right0B0,Trường Chinh (Đông→vào),9.314354855417177,3.4254141608079056,29.648811694075633,7.747966995897732
8460,B1B0,Tây Sơn (Tây→vào),4.020385177474531,35.043067717910844,13.207413721559199,0.0
8520,A0B0,Nguyễn Trãi (Bắc→vào),9.618838270986174,29.700526560860173,32.625569224741994,0.0
8520,bottom1B0,Nguyễn Trãi (Nam→vào),14.355595486068323,5.201327132221976,52.697197597574345,11.913429372887848
8520,right0B0,Trường Chinh (Đông→vào),1.9462337423096978,39.10999600120963,7.066526587502839,0.0
8520,B1B0,Tây Sơn (Tây→vào),12.325556677975175,11.72036878184409,39.659223153287776,7.294744435698172
8580,A0B0,Nguyễn Trãi (Bắc→vào),20.94881231585846,7.420683548657852,65.50582546414599,16.219909493195114
8580,bottom1B0,Nguyễn Trãi (Nam→vào),5.109378062154968,19.38732984602995,17.181411605103225,2.280956897009639
8580,right0B0,Trường Chinh (Đông→vào),8.441210012004724,4.908298087760503,30.833040342762864,6.842015442162461
8580,B1B0,Tây Sơn (Tây→vào),2.9693897123341726,36.15058446873507,10.154695785078474,0.0
8640,A0B0,Nguyễn Trãi (Bắc→vào),6.032894326372203,34.886877338741,20.981479749308114,0.0
8640,bottom1B0,Nguyễn Trãi (Nam→vào),17.956104116047133,2.825373813717477,50.22681115657217,15.194264230689349
8640,right0B0,Trường Chinh (Đông→vào),0.9311342172239816,36.53769314519445,3.6677590851077535,0.0
8640,B1B0,Tây Sơn (Tây→vào),12.88320873989408,11.063740159826743,38.081144493716266,9.13361214183125
8700,A0B0,Nguyễn Trãi (Bắc→vào),18.13485817258855,6.713844317179028,62.24766878160256,12.124578343293281
8700,bottom1B0,Nguyễn Trãi (Nam→vào),5.102792979503991,22.710265072519487,15.260848798860634,1.010533343886231
8700,right0B0,Trường Chinh (Đông→vào),9.053256561024693,8.28129429413341,28.604602969094923,5.663570686194824
8700,B1B0,Tây Sơn (Tây→vào),3.066709022729285,34.84006944058178,10.758184323362666,0.0
8760,A0B0,Nguyễn Trãi (Bắc→vào),9.92315744781899,22.747666883385424,32.89817130999563,0.0
8760,bottom1B0,Nguyễn Trãi (Nam→vào),18.23594265423884,4.807650681708843,59.046794713253014,14.066807326941415
8760,right0B0,Trường Chinh (Đông→vào),2.9315293283662918,28.196199105584792,10.118477694359623,0.0
8760,B1B0,Tây Sơn (Tây→vào),12.679340743307549,15.783306780684567,39.790083687999655,5.704975206402291
8820,A0B0,Nguyễn Trãi (Bắc→vào),20.323414523776325,4.385242670326403,74.77347613726442,16.5502089052799
8820,bottom1B0,Nguyễn Trãi (Nam→vào),1.9939748153598713,28.962892691293558,6.588109780802289,0.0
8820,right0B0,Trường Chinh (Đông→vào),8.517616851469402,4.085769995409486,27.328892838654795,8.443667924596852
8820,B1B0,Tây Sơn (Tây→vào),3.0682535580521275,22.702218747942602,9.598379954024148,0.0
8880,A0B0,Nguyễn Trãi (Bắc→vào),11.794819276309592,15.333612792153314,37.67752735581525,0.0
8880,bottom1B0,Nguyễn Trãi (Nam→vào),14.94198286513436,4.757864581907948,50.98877276590626,12.609309129889759
8880,right0B0,Trường Chinh (Đông→vào),0.9901557150648045,30.671893731292986,3.0718497425982645,0.0
8880,B1B0,Tây Sơn (Tây→vào),10.38696067031264,11.243830019491524,35.339026642042974,6.997233419619367
8940,A0B0,Nguyễn Trãi (Bắc→vào),23.72484881573723,8.017895221255678,77.67311460319101,14.19168967881592
8940,bottom1B0,Nguyễn Trãi (Nam→vào),3.6814411480556943,37.96869783948586,13.089359695083752,0.0
8940,right0B0,Trường Chinh (Đông→vào),8.589204905976528,4.8020350078759835,27.936129617097674,5.44435144337964
8940,B1B0,Tây Sơn (Tây→vào),5.056696511527284,36.002477353254875,16.143346937048634,0.0
9000,A0B0,Nguyễn Trãi (Bắc→vào),12.791407918644838,21.489706520140388,38.54277902948095,0.0
9000,bottom1B0,Nguyễn Trãi (Nam→vào),17.106908145922127,5.334448415967199,51.928833149404795,10.918560177498735
9000,right0B0,Trường Chinh (Đông→vào),1.94134149149291,27.87239748172156,6.936720589018597,0.0
9000,B1B0,Tây Sơn (Tây→vào),12.861180093987265,9.01758049185965,39.70837908382237,8.80064453104134
9060,A0B0,Nguyễn Trãi (Bắc→vào),32.39000396864264,7.586131361205461,104.57611455469284,24.950367147066277
9060,bottom1B0,Nguyễn Trãi (Nam→vào),10.916813794289494,15.191770620765428,36.92353023747691,3.066368190745457
9060,right0B0,Trường Chinh (Đông→vào),15.324445838794613,4.840609359308036,47.958562231361064,10.832565280428833
9060,B1B0,Tây Sơn (Tây→vào),7.0216707692879865,28.725026189960513,21.995048351339353,0.0
9120,A0B0,Nguyễn Trãi (Bắc→vào),20.110395725612218,19.19507988045067,63.53291363322746,0.0
9120,bottom1B0,Nguyễn Trãi (Nam→vào),26.448750230183997,2.7205287489120202,87.14334076212845,20.79094668522054
9120,right0B0,Trường Chinh (Đông→vào),3.7203780680402296,30.461722962451784,12.557370191368483,0.0
9120,B1B0,Tây Sơn (Tây→vào),17.533556057604024,9.25894341497452,63.846185902706445,11.999662141726224
9180,A0B0,Nguyễn Trãi (Bắc→vào),38.20850303407027,6.6088334096353885,127.8329011597383,25.049616908246954
9180,bottom1B0,Nguyễn Trãi (Nam→vào),21.695629900905715,6.915392436253363,67.51366601537812,2.0960734307594464
9180,right0B0,Trường Chinh (Đông→vào),13.582737770240684,3.7177306046620937,46.72563407831593,9.023592234975876
9180,B1B0,Tây Sơn (Tây→vào),7.002976969353103,20.542395230301562,23.076411904452527,1.8026166130141037
9240,A0B0,Nguyễn Trãi (Bắc→vào),27.033411928790315,13.758686062269923,88.14687666247092,1.013690192266176
9240,bottom1B0,Nguyễn Trãi (Nam→vào),39.35170968890148,1.1624899731512146,129.9158980073267,35.98718966076867
9240,right0B0,Trường Chinh (Đông→vào),3.8687890126718063,36.74359004498637,12.363958040033578,0.0
9240,B1B0,Tây Sơn (Tây→vào),20.164978307866505,11.722154090588,59.335454926773956,12.69961740113791
9300,A0B0,Nguyễn Trãi (Bắc→vào),48.55316738170867,4.354684603627194,150.2206768168873,38.22905429734387
9300,bottom1B0,Nguyễn Trãi (Nam→vào),31.766562815750422,5.078741767364996,108.64835093900314,4.186527768598224
9300,right0B0,Trường Chinh (Đông→vào),14.681564457940864,2.853605175494983,41.50052589777681,12.290389376370918
9300,B1B0,Tây Sơn (Tây→vào),8.496783998725524,28.734502330513084,27.127974535178442,0.0
9360,A0B0,Nguyễn Trãi (Bắc→vào),39.09068373534835,8.261710940953142,130.66898253890704,1.7892310612385596
9360,bottom1B0,Nguyễn Trãi (Nam→vào),48.44313306621466,1.1122935138845562,155.46829475262007,46.730781468083535
9360,right0B0,Trường Chinh (Đông→vào),4.119669409414977,29.197098685482036,13.699792493976027,0.0
9360,B1B0,Tây Sơn (Tây→vào),19.493677544679176,5.94422012660842,61.10662629497497,14.451190888388787
9420,A0B0,Nguyễn Trãi (Bắc→vào),52.92745451126828,3.924397056654102,185.55291348397918,36.32867938800174
9420,bottom1B0,Nguyễn Trãi (Nam→vào),47.61166326077704,3.4602568698661713,140.9060233748628,14.47165607556743
9420,right0B0,Trường Chinh (Đông→vào),13.983139521655085,5.809411863836897,44.139141728952815,12.516317824776866
9420,B1B0,Tây Sơn (Tây→vào),4.801350136218736,38.08649148658252,17.452653880451084,0.0
9480,A0B0,Nguyễn Trãi (Bắc→vào),48.9981996559586,9.304451594969079,145.7813886373614,1.9123890075772043
9480,bottom1B0,Nguyễn Trãi (Nam→vào),64.60468250435201,0.3669862719536934,201.9598713428338,48.44518626786686
9480,right0B0,Trường Chinh (Đông→vào),3.2231097434528793,25.033422190502883,9.306778873364904,0.0
9480,B1B0,Tây Sơn (Tây→vào),17.755493054681438,9.976814797452914,55.77009089074837,12.034446042862895
9540,A0B0,Nguyễn Trãi (Bắc→vào),60.31280370791434,2.1692062509985357,211.47873409628576,35.87707755610258
9540,bottom1B0,Nguyễn Trãi (Nam→vào),53.35081956791008,1.8144367152292158,173.4338052527792,20.414616285026703
9540,right0B0,Trường Chinh (Đông→vào),14.071421908068402,8.089167267274176,47.54893862817093,9.260397735216824
9540,B1B0,Tây Sơn (Tây→vào),4.015797743268002,44.44742133787701,13.634684737012744,0.0
9600,A0B0,Nguyễn Trãi (Bắc→vào),60.2309893644566,6.968407081946492,193.04807164008378,2.0219584927179945
9600,bottom1B0,Nguyễn Trãi (Nam→vào),61.86199816123914,0.3781621575596921,212.50530830474864,50.34029995070139
9600,right0B0,Trường Chinh (Đông→vào),3.052805170770439,24.943514111939674,10.788884102465943,0.0
9600,B1B0,Tây Sơn (Tây→vào),16.159666922980584,9.296434371175105,53.64213319447668,10.504619298958028
9660,A0B0,Nguyễn Trãi (Bắc→vào),76.6886897926643,2.7284660016199624,249.31331417246352,41.737260360057874
9660,bottom1B0,Nguyễn Trãi (Nam→vào),49.00761594795481,2.941879204187138,172.5832813227463,19.01043623785115
9660,right0B0,Trường Chinh (Đông→vào),13.475130663200838,4.870839792629325,49.61761396411891,10.439477013850446
9660,B1B0,Tây Sơn (Tây→vào),6.917459723238801,37.566203490777134,21.674299438492152,0.0
9720,A0B0,Nguyễn Trãi (Bắc→vào),69.35538488719672,3.866182770220658,229.68885838660555,7.475881300093825
9720,bottom1B0,Nguyễn Trãi (Nam→vào),65.10848807318759,0.585837248838742,234.93933205453985,45.803792305276474
9720,right0B0,Trường Chinh (Đông→vào),2.1771341242267686,22.942033496359834,6.836368169718108,0.0
9720,B1B0,Tây Sơn (Tây→vào),16.916320898038304,11.371359653290776,57.220248510243216,11.329016509676073
9780,A0B0,Nguyễn Trãi (Bắc→vào),88.90246750420198,2.944645005479822,296.73472959848016,47.077079735957
9780,bottom1B0,Nguyễn Trãi (Nam→vào),50.12713731869161,2.932246714552435,183.08485163004562,17.56217146140795
9780,right0B0,Trường Chinh (Đông→vào),13.374054853614366,6.6879617221178975,47.33951595086181,10.647151503569434
9780,B1B0,Tây Sơn (Tây→vào),5.921077972663094,43.23917243142602,19.74762587501552,0.0
9840,A0B0,Nguyễn Trãi (Bắc→vào),83.05083349244043,3.122963071162645,286.0567057220526,32.50609245220966
9840,bottom1B0,Nguyễn Trãi (Nam→vào),72.69780581748452,0.5003366220779942,227.55778664594885,54.78110293500555
9840,right0B0,Trường Chinh (Đông→vào),2.975259333690567,36.332806703528455,9.66096423575325,0.0
9840,B1B0,Tây Sơn (Tây→vào),18.095177611920516,10.30445445145083,58.174708761486976,8.688629836721425
9900,A0B0,Nguyễn Trãi (Bắc→vào),102.31469363365689,1.520121766499222,389.5421590230621,65.4434492137785
9900,bottom1B0,Nguyễn Trãi (Nam→vào),59.10982211744365,2.601857853268055,179.19326843018294,15.782807548290371
9900,right0B0,Trường Chinh (Đông→vào),12.942282308986876,3.080208929077432,44.03502173553621,9.177019591614343
9900,B1B0,Tây Sơn (Tây→vào),6.001138875486437,39.323550862063485,19.239809911381094,0.0
9960,A0B0,Nguyễn Trãi (Bắc→vào),100.99239676418185,2.38580621147396,318.9497399515484,47.50792154069418
9960,bottom1B0,Nguyễn Trãi (Nam→vào),66.30145977468294,0.3169594833550192,250.58196841659824,60.52924600820404
9960,right0B0,Trường Chinh (Đông→vào),0.899922712778066,43.11563497370032,3.459963098094177,0.0
9960,B1B0,Tây Sơn (Tây→vào),10.701256042919137,7.6693376802001305,38.82211498204237,8.40963953593641
10020,A0B0,Nguyễn Trãi (Bắc→vào),100.07263940968785,0.6167790682418285,336.5400154224511,68.98561061812255
10020,bottom1B0,Nguyễn Trãi (Nam→vào),63.10481849553024,2.2525579208278423,214.84217939800598,15.117924632577145
10020,right0B0,Trường Chinh (Đông→vào),4.094617439605495,13.033988017596604,11.770173809105778,2.9686451615958873
10020,B1B0,Tây Sơn (Tây→vào),3.923150817423886,28.9006699821526,14.393275024405717,0.0
10080,A0B0,Nguyễn Trãi (Bắc→vào),91.43284006560167,2.988434117940477,295.4384012024389,28.46237165428001
10080,bottom1B0,Nguyễn Trãi (Nam→vào),76.76021322150747,0.43893606002218194,256.4467428641771,61.71848810545168
10080,right0B0,Trường Chinh (Đông→vào),1.0092028915635782,39.65157248342114,3.1297077071221606,0.0
10080,B1B0,Tây Sơn (Tây→vào),7.336930150370394,9.689526138055811,22.363782317625134,5.8314580369423235
10140,A0B0,Nguyễn Trãi (Bắc→vào),96.2950650013026,1.349373615175245,318.97769208959716,60.089802506028846
10140,bottom1B0,Nguyễn Trãi (Nam→vào),41.7928114924168,3.839734173562844,143.21089541037966,15.984789341384209
10140,right0B0,Trường Chinh (Đông→vào),4.139563367800001,7.26510933998856,13.52170767419686,3.7871054507747655
10140,B1B0,Tây Sơn (Tây→vào),2.0110613122578678,38.55091767188567,7.028523128896003,0.0
10200,A0B0,Nguyễn Trãi (Bắc→vào),70.0046894636407,4.180278181355588,212.73879240847202,15.547371591761648
10200,bottom1B0,Nguyễn Trãi (Nam→vào),70.86074678822558,1.0850081336148982,230.7120097888904,54.52228635520693
10200,right0B0,Trường Chinh (Đông→vào),0.8774563935729957,34.69037141585982,3.334380180294489,0.0
10200,B1B0,Tây Sơn (Tây→vào),5.574694748952129,16.94123155439986,19.796218138875453,3.674783102274697
10260,A0B0,Nguyễn Trãi (Bắc→vào),73.37042533713995,1.785687341529749,240.87550195299644,56.99335034677954
10260,bottom1B0,Nguyễn Trãi (Nam→vào),55.9647071544289,1.8888974615523426,194.77896234958024,17.137685079938844
10260,right0B0,Trường Chinh (Đông→vào),3.949078366046794,8.430096997016623,11.723635001110159,2.9314785028892003
10260,B1B0,Tây Sơn (Tây→vào),0.9246337176113476,42.12826969948203,3.4410548619729315,0.0
10320,A0B0,Nguyễn Trãi (Bắc→vào),55.143041706298604,3.0012603257056703,178.909335125525,17.092501601735563
10320,bottom1B0,Nguyễn Trãi (Nam→vào),62.202264544798396,0.34456626568361304,217.24612827765452,54.72018765353693
10320,right0B0,Trường Chinh (Đông→vào),1.1228712046037945,40.43990523089058,3.3131405132593024,0.0
10320,B1B0,Tây Sơn (Tây→vào),5.450435486936787,16.18064466878928,17.641634615047362,3.029945252686727
10380,A0B0,Nguyễn Trãi (Bắc→vào),63.66181439252489,0.8276358998552973,214.73156602476337,44.253112986746686
10380,bottom1B0,Nguyễn Trãi (Nam→vào),44.1819375968097,3.042107531982746,144.7939607914075,10.271429112238799
10380,right0B0,Trường Chinh (Đông→vào),3.770159200562341,8.197648973355783,12.995273312730797,3.153676901314004
10380,B1B0,Tây Sơn (Tây→vào),1.8091869586774734,46.63686591668517,7.091315470964366,0.0
10440,A0B0,Nguyễn Trãi (Bắc→vào),48.71364354329912,5.9120863189299175,167.71274964336115,1.8863077418589564
10440,bottom1B0,Nguyễn Trãi (Nam→vào),49.405584843565535,0.12756562394137788,169.9908799206323,42.82554469788005
10440,right0B0,Trường Chinh (Đông→vào),0.9957574734168995,43.470870917746744,3.293596204112914,0.0
10440,B1B0,Tây Sơn (Tây→vào),4.599948537739131,12.720868297256757,15.360992971560618,1.9418406065718394
10500,A0B0,Nguyễn Trãi (Bắc→vào),54.82837279381577,1.65608088398642,193.69050490808965,41.51020632221688
10500,bottom1B0,Nguyễn Trãi (Nam→vào),37.27496012631023,2.929920668985019,112.48083246613976,5.113254689078043
10500,right0B0,Trường Chinh (Đông→vào),4.0732419195567875,8.407329627835306,13.834185113949207,3.9100059236270703
10500,B1B0,Tây Sơn (Tây→vào),3.062620793811302,26.165609586239956,10.064310796245632,0.0
10560,A0B0,Nguyễn Trãi (Bắc→vào),37.359022031685925,5.045596468346326,149.2459722146295,7.778171037743821
10560,bottom1B0,Nguyễn Trãi (Nam→vào),45.880308606298236,0.060361303077529196,138.59932093709585,45.30330475869867
10560,right0B0,Trường Chinh (Đông→vào),0.9599894151699074,41.931087118271456,3.315891362528079,0.0
10560,B1B0,Tây Sơn (Tây→vào),7.221500270112558,16.367627263145923,25.43097234628189,4.967493484625377
10620,A0B0,Nguyễn Trãi (Bắc→vào),46.97499910994725,0.853669591415538,165.99957203877673,43.30012053877619
10620,bottom1B0,Nguyễn Trãi (Nam→vào),24.210696251198666,4.958252518890089,83.65006950628624,2.8258632065419893
10620,right0B0,Trường Chinh (Đông→vào),3.9367604590837626,8.569251736171418,13.482307886125158,3.0048555151090546
10620,B1B0,Tây Sơn (Tây→vào),1.0182681871031884,35.94044486723161,3.3333331927465744,0.0
10680,A0B0,Nguyễn Trãi (Bắc→vào),29.88879980168817,8.92900931414798,98.02979139166956,1.9530163491501273
10680,bottom1B0,Nguyễn Trãi (Nam→vào),32.76736996921671,0.14418121740034864,106.15725760208343,32.69673333753187
10680,right0B0,Trường Chinh (Đông→vào),1.0765889445300527,42.34056113986833,3.3181147548899226,0.0
10680,B1B0,Tây Sơn (Tây→vào),5.251877692746639,17.217308579914512,15.335263053063153,3.0764731061664174
10740,A0B0,Nguyễn Trãi (Bắc→vào),36.525189884660456,2.8850764306593706,124.1662590344623,33.91056697302663
10740,bottom1B0,Nguyễn Trãi (Nam→vào),14.525085268495861,4.249553804306852,47.71705573832883,3.4165680238605867
10740,right0B0,Trường Chinh (Đông→vào),4.386758697037638,8.138288884133203,13.181390848560955,4.238061140702023
10740,B1B0,Tây Sơn (Tây→vào),3.294072690117454,29.32811749425968,9.192474554707605,0.8476183717323623
10800,A0B0,Nguyễn Trãi (Bắc→vào),19.710600125136377,10.492968595905037,73.45986151998011,1.9383950974443875
10800,bottom1B0,Nguyễn Trãi (Nam→vào),20.027140233284992,1.2663975213511613,71.27583763297481,21.025348034257757
10800,right0B0,Trường Chinh (Đông→vào),1.0742459393366925,27.478305711657136,3.2120095839681326,0.0
10800,B1B0,Tây Sơn (Tây→vào),5.682515684748709,11.663984249737398,19.719399553161935,4.633453504382615
